"signal_id","opcua_node_id","display_name_pt_br","description_pt_br","area_code","area_name_pt_br","equipment_id","equipment_name_pt_br","scope","loop_id","analytical_role","data_type","engineering_unit","nominal_cadence_seconds","normal_range","scenario_relevance","context_for_loop_ids"
"SIG-0001","ns=2;s=Plant.ControlLoops.FIC-101.PV","PV — Vazão de carga da unidade","Variável de processo medida: Vazão de alimentação.","FEED","Alimentação e pré-aquecimento","FIC-101","Vazão de carga da unidade","control_loop","FIC-101","cpm.pv","number","m³/h","30","0..1000","normal.steady","FIC-101"
"SIG-0281","ns=2;s=Plant.Areas.DIST.Equipment.C-202.TOP_TEMPERATURE","Temperatura do topo — Coluna de pré-flash","Temperatura do topo de contexto do equipamento Coluna de pré-flash. Temperatura da região superior da coluna.","DIST","Destilação","C-202","Coluna de pré-flash","plant_context","","","number","°C","30","0..400","Temperatura da região superior da coluna.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0282","ns=2;s=Plant.Areas.DIST.Equipment.C-202.BOTTOM_TEMPERATURE","Temperatura do fundo — Coluna de pré-flash","Temperatura do fundo de contexto do equipamento Coluna de pré-flash. Temperatura da região inferior da coluna.","DIST","Destilação","C-202","Coluna de pré-flash","plant_context","","","number","°C","30","0..500","Temperatura da região inferior da coluna.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0283","ns=2;s=Plant.Areas.DIST.Equipment.C-202.PRESSURE","Pressão média — Coluna de pré-flash","Pressão média de contexto do equipamento Coluna de pré-flash. Pressão representativa da coluna.","DIST","Destilação","C-202","Coluna de pré-flash","plant_context","","","number","bar","30","0..30","Pressão representativa da coluna.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0284","ns=2;s=Plant.Areas.DIST.Equipment.C-202.DELTA_PRESSURE","Pressão diferencial — Coluna de pré-flash","Pressão diferencial de contexto do equipamento Coluna de pré-flash. Carga hidráulica e condição interna da coluna.","DIST","Destilação","C-202","Coluna de pré-flash","plant_context","","","number","bar","30","0..10","Carga hidráulica e condição interna da coluna.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0285","ns=2;s=Plant.Areas.DIST.Equipment.C-202.FEED_RATE","Carga da coluna — Coluna de pré-flash","Carga da coluna de contexto do equipamento Coluna de pré-flash. Vazão total alimentada à coluna.","DIST","Destilação","C-202","Coluna de pré-flash","plant_context","","","number","m³/h","30","0..1000","Vazão total alimentada à coluna.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0286","ns=2;s=Plant.Areas.DIST.Equipment.V-201.LEVEL","Nível — Vaso de topo","Nível de contexto do equipamento Vaso de topo. Inventário de líquido no vaso.","DIST","Destilação","V-201","Vaso de topo","plant_context","","","number","%","30","0..100","Inventário de líquido no vaso.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0287","ns=2;s=Plant.Areas.DIST.Equipment.V-201.PRESSURE","Pressão — Vaso de topo","Pressão de contexto do equipamento Vaso de topo. Pressão interna do vaso.","DIST","Destilação","V-201","Vaso de topo","plant_context","","","number","bar","30","0..100","Pressão interna do vaso.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0288","ns=2;s=Plant.Areas.DIST.Equipment.V-201.TEMPERATURE","Temperatura — Vaso de topo","Temperatura de contexto do equipamento Vaso de topo. Temperatura representativa do conteúdo.","DIST","Destilação","V-201","Vaso de topo","plant_context","","","number","°C","60","-20..450","Temperatura representativa do conteúdo.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0289","ns=2;s=Plant.Areas.DIST.Equipment.V-201.INLET_FLOW","Vazão de entrada — Vaso de topo","Vazão de entrada de contexto do equipamento Vaso de topo. Carga de entrada que perturba o inventário.","DIST","Destilação","V-201","Vaso de topo","plant_context","","","number","m³/h","30","0..500","Carga de entrada que perturba o inventário.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0290","ns=2;s=Plant.Areas.DIST.Equipment.V-201.STATUS","Estado operacional — Vaso de topo","Estado operacional de contexto do equipamento Vaso de topo. Estado factual do vaso.","DIST","Destilação","V-201","Vaso de topo","plant_context","","","string","state","30","NORMAL|LIMITED|UNAVAILABLE","Estado factual do vaso.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0291","ns=2;s=Plant.Areas.DIST.Equipment.P-201.SUCTION_PRESSURE","Pressão de sucção — Bomba de refluxo","Pressão de sucção de contexto do equipamento Bomba de refluxo. Condição hidráulica na sucção da bomba.","DIST","Destilação","P-201","Bomba de refluxo","plant_context","","","number","bar","30","0..30","Condição hidráulica na sucção da bomba.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0292","ns=2;s=Plant.Areas.DIST.Equipment.P-201.DISCHARGE_PRESSURE","Pressão de descarga — Bomba de refluxo","Pressão de descarga de contexto do equipamento Bomba de refluxo. Pressão entregue pela bomba.","DIST","Destilação","P-201","Bomba de refluxo","plant_context","","","number","bar","30","0..80","Pressão entregue pela bomba.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0293","ns=2;s=Plant.Areas.DIST.Equipment.P-201.MOTOR_CURRENT","Corrente do motor — Bomba de refluxo","Corrente do motor de contexto do equipamento Bomba de refluxo. Carga elétrica associada ao esforço da bomba.","DIST","Destilação","P-201","Bomba de refluxo","plant_context","","","number","A","10","0..500","Carga elétrica associada ao esforço da bomba.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0294","ns=2;s=Plant.Areas.DIST.Equipment.P-201.BEARING_VIBRATION","Vibração do mancal — Bomba de refluxo","Vibração do mancal de contexto do equipamento Bomba de refluxo. Condição mecânica do conjunto rotativo.","DIST","Destilação","P-201","Bomba de refluxo","plant_context","","","number","mm/s","10","0..25","Condição mecânica do conjunto rotativo.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0295","ns=2;s=Plant.Areas.DIST.Equipment.P-201.RUNNING","Estado de operação — Bomba de refluxo","Estado de operação de contexto do equipamento Bomba de refluxo. Indica se o equipamento está em funcionamento.","DIST","Destilação","P-201","Bomba de refluxo","plant_context","","","boolean","boolean","10","true|false","Indica se o equipamento está em funcionamento.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0296","ns=2;s=Plant.Areas.DIST.Equipment.E-201.INLET_TEMPERATURE","Temperatura de entrada — Refervedor da coluna","Temperatura de entrada de contexto do equipamento Refervedor da coluna. Temperatura da corrente antes da troca térmica.","DIST","Destilação","E-201","Refervedor da coluna","plant_context","","","number","°C","30","-20..550","Temperatura da corrente antes da troca térmica.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0297","ns=2;s=Plant.Areas.DIST.Equipment.E-201.OUTLET_TEMPERATURE","Temperatura de saída — Refervedor da coluna","Temperatura de saída de contexto do equipamento Refervedor da coluna. Temperatura da corrente após a troca térmica.","DIST","Destilação","E-201","Refervedor da coluna","plant_context","","","number","°C","30","-20..550","Temperatura da corrente após a troca térmica.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0298","ns=2;s=Plant.Areas.DIST.Equipment.E-201.DUTY","Carga térmica — Refervedor da coluna","Carga térmica de contexto do equipamento Refervedor da coluna. Energia transferida pelo equipamento.","DIST","Destilação","E-201","Refervedor da coluna","plant_context","","","number","MW","60","0..200","Energia transferida pelo equipamento.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0299","ns=2;s=Plant.Areas.DIST.Equipment.E-201.DELTA_PRESSURE","Pressão diferencial — Refervedor da coluna","Pressão diferencial de contexto do equipamento Refervedor da coluna. Indício hidráulico de restrição ou incrustação.","DIST","Destilação","E-201","Refervedor da coluna","plant_context","","","number","bar","60","0..10","Indício hidráulico de restrição ou incrustação.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0300","ns=2;s=Plant.Areas.DIST.Equipment.E-201.BYPASS_POSITION","Posição do bypass — Refervedor da coluna","Posição do bypass de contexto do equipamento Refervedor da coluna. Abertura real do caminho de desvio.","DIST","Destilação","E-201","Refervedor da coluna","plant_context","","","number","%","30","0..100","Abertura real do caminho de desvio.","FIC-201;PIC-202;TIC-203;TIC-204;LIC-205;FIC-206;FIC-207;LIC-208"
"SIG-0301","ns=2;s=Plant.Areas.HDT.Equipment.R-301.INLET_TEMPERATURE","Temperatura de entrada — Reator de hidrotratamento","Temperatura de entrada de contexto do equipamento Reator de hidrotratamento. Temperatura da carga na entrada do reator.","HDT","Hidrotratamento e reação","R-301","Reator de hidrotratamento","plant_context","","","number","°C","30","0..600","Temperatura da carga na entrada do reator.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0302","ns=2;s=Plant.Areas.HDT.Equipment.R-301.OUTLET_TEMPERATURE","Temperatura de saída — Reator de hidrotratamento","Temperatura de saída de contexto do equipamento Reator de hidrotratamento. Temperatura do efluente do reator.","HDT","Hidrotratamento e reação","R-301","Reator de hidrotratamento","plant_context","","","number","°C","30","0..700","Temperatura do efluente do reator.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0303","ns=2;s=Plant.Areas.HDT.Equipment.R-301.PRESSURE","Pressão — Reator de hidrotratamento","Pressão de contexto do equipamento Reator de hidrotratamento. Pressão do sistema de reação.","HDT","Hidrotratamento e reação","R-301","Reator de hidrotratamento","plant_context","","","number","bar","30","0..250","Pressão do sistema de reação.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0304","ns=2;s=Plant.Areas.HDT.Equipment.R-301.DELTA_PRESSURE","Pressão diferencial — Reator de hidrotratamento","Pressão diferencial de contexto do equipamento Reator de hidrotratamento. Restrição hidráulica através do leito.","HDT","Hidrotratamento e reação","R-301","Reator de hidrotratamento","plant_context","","","number","bar","60","0..20","Restrição hidráulica através do leito.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0305","ns=2;s=Plant.Areas.HDT.Equipment.R-301.BED_ACTIVITY","Atividade estimada do leito — Reator de hidrotratamento","Atividade estimada do leito de contexto do equipamento Reator de hidrotratamento. Indicador contextual da atividade catalítica.","HDT","Hidrotratamento e reação","R-301","Reator de hidrotratamento","plant_context","","","number","%","300","0..100","Indicador contextual da atividade catalítica.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0306","ns=2;s=Plant.Areas.HDT.Equipment.H-301.INLET_TEMPERATURE","Temperatura de entrada — Forno de carga","Temperatura de entrada de contexto do equipamento Forno de carga. Temperatura da carga que entra no forno.","HDT","Hidrotratamento e reação","H-301","Forno de carga","plant_context","","","number","°C","30","0..500","Temperatura da carga que entra no forno.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0307","ns=2;s=Plant.Areas.HDT.Equipment.H-301.OUTLET_TEMPERATURE","Temperatura de saída — Forno de carga","Temperatura de saída de contexto do equipamento Forno de carga. Temperatura da carga que sai do forno.","HDT","Hidrotratamento e reação","H-301","Forno de carga","plant_context","","","number","°C","10","0..700","Temperatura da carga que sai do forno.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0308","ns=2;s=Plant.Areas.HDT.Equipment.H-301.FUEL_FLOW","Vazão de combustível — Forno de carga","Vazão de combustível de contexto do equipamento Forno de carga. Consumo instantâneo de combustível.","HDT","Hidrotratamento e reação","H-301","Forno de carga","plant_context","","","number","Nm³/h","10","0..50000","Consumo instantâneo de combustível.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0309","ns=2;s=Plant.Areas.HDT.Equipment.H-301.DRAFT","Pressão da fornalha — Forno de carga","Pressão da fornalha de contexto do equipamento Forno de carga. Tiragem interna da fornalha.","HDT","Hidrotratamento e reação","H-301","Forno de carga","plant_context","","","number","mmH2O","10","-20..5","Tiragem interna da fornalha.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0310","ns=2;s=Plant.Areas.HDT.Equipment.H-301.FIRING_STATUS","Estado de queima — Forno de carga","Estado de queima de contexto do equipamento Forno de carga. Estado agregado dos queimadores.","HDT","Hidrotratamento e reação","H-301","Forno de carga","plant_context","","","string","state","10","OFF|PILOT|FIRING","Estado agregado dos queimadores.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0311","ns=2;s=Plant.Areas.HDT.Equipment.E-301.INLET_TEMPERATURE","Temperatura de entrada — Trocador carga-efluente","Temperatura de entrada de contexto do equipamento Trocador carga-efluente. Temperatura da corrente antes da troca térmica.","HDT","Hidrotratamento e reação","E-301","Trocador carga-efluente","plant_context","","","number","°C","30","-20..550","Temperatura da corrente antes da troca térmica.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0312","ns=2;s=Plant.Areas.HDT.Equipment.E-301.OUTLET_TEMPERATURE","Temperatura de saída — Trocador carga-efluente","Temperatura de saída de contexto do equipamento Trocador carga-efluente. Temperatura da corrente após a troca térmica.","HDT","Hidrotratamento e reação","E-301","Trocador carga-efluente","plant_context","","","number","°C","30","-20..550","Temperatura da corrente após a troca térmica.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0313","ns=2;s=Plant.Areas.HDT.Equipment.E-301.DUTY","Carga térmica — Trocador carga-efluente","Carga térmica de contexto do equipamento Trocador carga-efluente. Energia transferida pelo equipamento.","HDT","Hidrotratamento e reação","E-301","Trocador carga-efluente","plant_context","","","number","MW","60","0..200","Energia transferida pelo equipamento.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0314","ns=2;s=Plant.Areas.HDT.Equipment.E-301.DELTA_PRESSURE","Pressão diferencial — Trocador carga-efluente","Pressão diferencial de contexto do equipamento Trocador carga-efluente. Indício hidráulico de restrição ou incrustação.","HDT","Hidrotratamento e reação","E-301","Trocador carga-efluente","plant_context","","","number","bar","60","0..10","Indício hidráulico de restrição ou incrustação.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0315","ns=2;s=Plant.Areas.HDT.Equipment.E-301.BYPASS_POSITION","Posição do bypass — Trocador carga-efluente","Posição do bypass de contexto do equipamento Trocador carga-efluente. Abertura real do caminho de desvio.","HDT","Hidrotratamento e reação","E-301","Trocador carga-efluente","plant_context","","","number","%","30","0..100","Abertura real do caminho de desvio.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0316","ns=2;s=Plant.Areas.HDT.Equipment.V-301.LEVEL","Nível — Separador de alta pressão","Nível de contexto do equipamento Separador de alta pressão. Inventário de líquido no vaso.","HDT","Hidrotratamento e reação","V-301","Separador de alta pressão","plant_context","","","number","%","30","0..100","Inventário de líquido no vaso.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0317","ns=2;s=Plant.Areas.HDT.Equipment.V-301.PRESSURE","Pressão — Separador de alta pressão","Pressão de contexto do equipamento Separador de alta pressão. Pressão interna do vaso.","HDT","Hidrotratamento e reação","V-301","Separador de alta pressão","plant_context","","","number","bar","30","0..100","Pressão interna do vaso.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0318","ns=2;s=Plant.Areas.HDT.Equipment.V-301.TEMPERATURE","Temperatura — Separador de alta pressão","Temperatura de contexto do equipamento Separador de alta pressão. Temperatura representativa do conteúdo.","HDT","Hidrotratamento e reação","V-301","Separador de alta pressão","plant_context","","","number","°C","60","-20..450","Temperatura representativa do conteúdo.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0319","ns=2;s=Plant.Areas.HDT.Equipment.V-301.INLET_FLOW","Vazão de entrada — Separador de alta pressão","Vazão de entrada de contexto do equipamento Separador de alta pressão. Carga de entrada que perturba o inventário.","HDT","Hidrotratamento e reação","V-301","Separador de alta pressão","plant_context","","","number","m³/h","30","0..500","Carga de entrada que perturba o inventário.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0320","ns=2;s=Plant.Areas.HDT.Equipment.V-301.STATUS","Estado operacional — Separador de alta pressão","Estado operacional de contexto do equipamento Separador de alta pressão. Estado factual do vaso.","HDT","Hidrotratamento e reação","V-301","Separador de alta pressão","plant_context","","","string","state","30","NORMAL|LIMITED|UNAVAILABLE","Estado factual do vaso.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0321","ns=2;s=Plant.Areas.HDT.Equipment.K-301.SUCTION_PRESSURE","Pressão de sucção — Compressor de reciclo","Pressão de sucção de contexto do equipamento Compressor de reciclo. Pressão na entrada do compressor.","HDT","Hidrotratamento e reação","K-301","Compressor de reciclo","plant_context","","","number","bar","10","0..100","Pressão na entrada do compressor.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0322","ns=2;s=Plant.Areas.HDT.Equipment.K-301.DISCHARGE_PRESSURE","Pressão de descarga — Compressor de reciclo","Pressão de descarga de contexto do equipamento Compressor de reciclo. Pressão entregue pelo compressor.","HDT","Hidrotratamento e reação","K-301","Compressor de reciclo","plant_context","","","number","bar","10","0..250","Pressão entregue pelo compressor.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0323","ns=2;s=Plant.Areas.HDT.Equipment.K-301.SPEED","Velocidade — Compressor de reciclo","Velocidade de contexto do equipamento Compressor de reciclo. Velocidade do eixo do compressor.","HDT","Hidrotratamento e reação","K-301","Compressor de reciclo","plant_context","","","number","rpm","10","0..15000","Velocidade do eixo do compressor.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0324","ns=2;s=Plant.Areas.HDT.Equipment.K-301.VIBRATION","Vibração do eixo — Compressor de reciclo","Vibração do eixo de contexto do equipamento Compressor de reciclo. Condição mecânica do conjunto rotativo.","HDT","Hidrotratamento e reação","K-301","Compressor de reciclo","plant_context","","","number","mm/s","5","0..25","Condição mecânica do conjunto rotativo.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0325","ns=2;s=Plant.Areas.HDT.Equipment.K-301.RUNNING","Estado de operação — Compressor de reciclo","Estado de operação de contexto do equipamento Compressor de reciclo. Indica se o compressor está em funcionamento.","HDT","Hidrotratamento e reação","K-301","Compressor de reciclo","plant_context","","","boolean","boolean","5","true|false","Indica se o compressor está em funcionamento.","FIC-301;FRC-302;TIC-303;TIC-304;PIC-305;LIC-306;AIC-307"
"SIG-0326","ns=2;s=Plant.Areas.H2C.Equipment.K-401.SUCTION_PRESSURE","Pressão de sucção — Compressor de hidrogênio de reposição","Pressão de sucção de contexto do equipamento Compressor de hidrogênio de reposição. Pressão na entrada do compressor.","H2C","Hidrogênio e compressão","K-401","Compressor de hidrogênio de reposição","plant_context","","","number","bar","10","0..100","Pressão na entrada do compressor.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0327","ns=2;s=Plant.Areas.H2C.Equipment.K-401.DISCHARGE_PRESSURE","Pressão de descarga — Compressor de hidrogênio de reposição","Pressão de descarga de contexto do equipamento Compressor de hidrogênio de reposição. Pressão entregue pelo compressor.","H2C","Hidrogênio e compressão","K-401","Compressor de hidrogênio de reposição","plant_context","","","number","bar","10","0..250","Pressão entregue pelo compressor.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0328","ns=2;s=Plant.Areas.H2C.Equipment.K-401.SPEED","Velocidade — Compressor de hidrogênio de reposição","Velocidade de contexto do equipamento Compressor de hidrogênio de reposição. Velocidade do eixo do compressor.","H2C","Hidrogênio e compressão","K-401","Compressor de hidrogênio de reposição","plant_context","","","number","rpm","10","0..15000","Velocidade do eixo do compressor.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0329","ns=2;s=Plant.Areas.H2C.Equipment.K-401.VIBRATION","Vibração do eixo — Compressor de hidrogênio de reposição","Vibração do eixo de contexto do equipamento Compressor de hidrogênio de reposição. Condição mecânica do conjunto rotativo.","H2C","Hidrogênio e compressão","K-401","Compressor de hidrogênio de reposição","plant_context","","","number","mm/s","5","0..25","Condição mecânica do conjunto rotativo.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0330","ns=2;s=Plant.Areas.H2C.Equipment.K-401.RUNNING","Estado de operação — Compressor de hidrogênio de reposição","Estado de operação de contexto do equipamento Compressor de hidrogênio de reposição. Indica se o compressor está em funcionamento.","H2C","Hidrogênio e compressão","K-401","Compressor de hidrogênio de reposição","plant_context","","","boolean","boolean","5","true|false","Indica se o compressor está em funcionamento.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0331","ns=2;s=Plant.Areas.H2C.Equipment.K-402.SUCTION_PRESSURE","Pressão de sucção — Compressor de reciclo de hidrogênio","Pressão de sucção de contexto do equipamento Compressor de reciclo de hidrogênio. Pressão na entrada do compressor.","H2C","Hidrogênio e compressão","K-402","Compressor de reciclo de hidrogênio","plant_context","","","number","bar","10","0..100","Pressão na entrada do compressor.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0332","ns=2;s=Plant.Areas.H2C.Equipment.K-402.DISCHARGE_PRESSURE","Pressão de descarga — Compressor de reciclo de hidrogênio","Pressão de descarga de contexto do equipamento Compressor de reciclo de hidrogênio. Pressão entregue pelo compressor.","H2C","Hidrogênio e compressão","K-402","Compressor de reciclo de hidrogênio","plant_context","","","number","bar","10","0..250","Pressão entregue pelo compressor.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0333","ns=2;s=Plant.Areas.H2C.Equipment.K-402.SPEED","Velocidade — Compressor de reciclo de hidrogênio","Velocidade de contexto do equipamento Compressor de reciclo de hidrogênio. Velocidade do eixo do compressor.","H2C","Hidrogênio e compressão","K-402","Compressor de reciclo de hidrogênio","plant_context","","","number","rpm","10","0..15000","Velocidade do eixo do compressor.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0334","ns=2;s=Plant.Areas.H2C.Equipment.K-402.VIBRATION","Vibração do eixo — Compressor de reciclo de hidrogênio","Vibração do eixo de contexto do equipamento Compressor de reciclo de hidrogênio. Condição mecânica do conjunto rotativo.","H2C","Hidrogênio e compressão","K-402","Compressor de reciclo de hidrogênio","plant_context","","","number","mm/s","5","0..25","Condição mecânica do conjunto rotativo.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0335","ns=2;s=Plant.Areas.H2C.Equipment.K-402.RUNNING","Estado de operação — Compressor de reciclo de hidrogênio","Estado de operação de contexto do equipamento Compressor de reciclo de hidrogênio. Indica se o compressor está em funcionamento.","H2C","Hidrogênio e compressão","K-402","Compressor de reciclo de hidrogênio","plant_context","","","boolean","boolean","5","true|false","Indica se o compressor está em funcionamento.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0336","ns=2;s=Plant.Areas.H2C.Equipment.HH-401.PRESSURE","Pressão — Cabeçalho de hidrogênio","Pressão de contexto do equipamento Cabeçalho de hidrogênio. Balanço entre oferta e demanda da rede.","H2C","Hidrogênio e compressão","HH-401","Cabeçalho de hidrogênio","plant_context","","","number","bar","30","0..100","Balanço entre oferta e demanda da rede.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0337","ns=2;s=Plant.Areas.H2C.Equipment.HH-401.TEMPERATURE","Temperatura — Cabeçalho de hidrogênio","Temperatura de contexto do equipamento Cabeçalho de hidrogênio. Condição térmica compartilhada pelos consumidores.","H2C","Hidrogênio e compressão","HH-401","Cabeçalho de hidrogênio","plant_context","","","number","°C","60","-20..550","Condição térmica compartilhada pelos consumidores.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0338","ns=2;s=Plant.Areas.H2C.Equipment.HH-401.FLOW","Vazão total — Cabeçalho de hidrogênio","Vazão total de contexto do equipamento Cabeçalho de hidrogênio. Carga total transportada pelo cabeçalho.","H2C","Hidrogênio e compressão","HH-401","Cabeçalho de hidrogênio","plant_context","","","number","t/h","30","0..1000","Carga total transportada pelo cabeçalho.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0339","ns=2;s=Plant.Areas.H2C.Equipment.HH-401.DEMAND","Demanda estimada — Cabeçalho de hidrogênio","Demanda estimada de contexto do equipamento Cabeçalho de hidrogênio. Demanda agregada dos consumidores conectados.","H2C","Hidrogênio e compressão","HH-401","Cabeçalho de hidrogênio","plant_context","","","number","%","60","0..100","Demanda agregada dos consumidores conectados.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0340","ns=2;s=Plant.Areas.H2C.Equipment.HH-401.STATUS","Estado operacional — Cabeçalho de hidrogênio","Estado operacional de contexto do equipamento Cabeçalho de hidrogênio. Estado factual calculado para o cabeçalho.","H2C","Hidrogênio e compressão","HH-401","Cabeçalho de hidrogênio","plant_context","","","string","state","30","NORMAL|LIMITED|UNAVAILABLE","Estado factual calculado para o cabeçalho.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0341","ns=2;s=Plant.Areas.H2C.Equipment.V-401.LEVEL","Nível — Separador da PSA","Nível de contexto do equipamento Separador da PSA. Inventário de líquido no vaso.","H2C","Hidrogênio e compressão","V-401","Separador da PSA","plant_context","","","number","%","30","0..100","Inventário de líquido no vaso.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0342","ns=2;s=Plant.Areas.H2C.Equipment.V-401.PRESSURE","Pressão — Separador da PSA","Pressão de contexto do equipamento Separador da PSA. Pressão interna do vaso.","H2C","Hidrogênio e compressão","V-401","Separador da PSA","plant_context","","","number","bar","30","0..100","Pressão interna do vaso.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0343","ns=2;s=Plant.Areas.H2C.Equipment.V-401.TEMPERATURE","Temperatura — Separador da PSA","Temperatura de contexto do equipamento Separador da PSA. Temperatura representativa do conteúdo.","H2C","Hidrogênio e compressão","V-401","Separador da PSA","plant_context","","","number","°C","60","-20..450","Temperatura representativa do conteúdo.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
"SIG-0344","ns=2;s=Plant.Areas.H2C.Equipment.V-401.INLET_FLOW","Vazão de entrada — Separador da PSA","Vazão de entrada de contexto do equipamento Separador da PSA. Carga de entrada que perturba o inventário.","H2C","Hidrogênio e compressão","V-401","Separador da PSA","plant_context","","","number","m³/h","30","0..500","Carga de entrada que perturba o inventário.","PIC-401;PIC-402;FIC-403;SIC-404;AIC-405"
